,REGION_ID,STATION_ID,NAME,DATE,SNOW_DEPT,MAX_TEMPERATURE,MIN_TEMPERATURE,SNOW_FALL
4677,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/21/2000,,35,20,
4678,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/22/2000,,38,16,
4679,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/23/2000,,52,20,
4680,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/24/2000,,44,29,
4681,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/25/2000,,48,29,
4682,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/26/2000,,47,31,
4683,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/27/2000,,43,31,
4684,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/28/2000,,47,30,
4685,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/29/2000,,38,29,
4686,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/30/2000,,33,27,
4687,3,USS0013C03S,"SKALKAHO SUMMIT, MT US",10/31/2000,,35,26,
