STATION,NAME,DATE,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00246685,"POTOMAC, MT US",6/20/00,,,,0,0,0,79,43,46,,,,,,
USC00246685,"POTOMAC, MT US",6/21/00,,,,0,0,0,72,35,42,,,,,,
USC00246685,"POTOMAC, MT US",6/22/00,,,,0,0,0,78,35,51,,,,,,
USC00246685,"POTOMAC, MT US",6/23/00,,,,0,0,0,79,34,41,,,,,,
USC00246685,"POTOMAC, MT US",6/24/00,,,,0,0,0,78,35,40,,,,,,
USC00246685,"POTOMAC, MT US",6/25/00,,,,0.05,0,0,77,45,48,,,,,,
USC00246685,"POTOMAC, MT US",6/26/00,,,,0,0,0,75,33,40,,,,,,
USC00246685,"POTOMAC, MT US",6/27/00,,,,0,0,0,74,34,44,,,,,,
USC00246685,"POTOMAC, MT US",6/28/00,,,,0,0,0,80,34,46,,,,,,
USC00246685,"POTOMAC, MT US",6/29/00,,,,0,0,0,84,36,45,,,,,,
USC00246685,"POTOMAC, MT US",6/30/00,,,,0,0,0,84,35,44,,,,,,
USC00246685,"POTOMAC, MT US",7/1/00,,,,0,0,0,90,45,55,,,,,,
USC00246685,"POTOMAC, MT US",7/2/00,,,,0,0,0,84,42,48,,,,,,
USC00246685,"POTOMAC, MT US",7/3/00,,,,0.04,0,0,68,30,40,,,,,,
USC00246685,"POTOMAC, MT US",7/4/00,,,,0,0,0,70,36,40,,,,,,
USC00246685,"POTOMAC, MT US",7/5/00,,,,0.12,0,0,74,49,50,,,,,,
USC00246685,"POTOMAC, MT US",7/6/00,,,,0,0,0,78,,,,,,,,
USC00246685,"POTOMAC, MT US",7/7/00,,,,0,0,0,87,,,,,,,,
USC00246685,"POTOMAC, MT US",7/8/00,,,,0,0,0,80,,,,,,,,
USC00246685,"POTOMAC, MT US",7/9/00,,,,0,0,0,,,,,,,,,
USC00246685,"POTOMAC, MT US",7/10/00,,,,0,0,0,,,,,,,,,
USC00246685,"POTOMAC, MT US",7/11/00,,,,0,0,0,80,33,43,,,,,,
USC00246685,"POTOMAC, MT US",7/12/00,,,,0,0,0,84,38,45,,,,,,
USC00246685,"POTOMAC, MT US",7/13/00,,,,0,0,0,97,45,61,,,,,,
USC00246685,"POTOMAC, MT US",7/14/00,,,,0,0,0,98,44,56,,,,,,
USC00246685,"POTOMAC, MT US",7/15/00,,,,0,0,0,90,46,54,,,,,,
USC00246685,"POTOMAC, MT US",7/16/00,,,,0,0,0,78,33,46,,,,,,
USC00246685,"POTOMAC, MT US",7/17/00,,,,0,0,0,87,40,45,,,,,,
USC00246685,"POTOMAC, MT US",7/18/00,,,,0,0,0,86,44,45,,,,,,
USC00246685,"POTOMAC, MT US",7/19/00,,,,0,0,0,84,43,49,,,,,,
USC00246685,"POTOMAC, MT US",7/20/00,,,,0,0,0,86,42,48,,,,,,
USC00246685,"POTOMAC, MT US",7/21/00,,,,0,0,0,88,40,77,,,,,,
USC00246685,"POTOMAC, MT US",7/22/00,,,,0,0,0,90,39,44,,,,,,
USC00246685,"POTOMAC, MT US",7/23/00,,,,0,0,0,99,43,51,,,,,,
USC00246685,"POTOMAC, MT US",7/24/00,,,,0,0,0,84,39,42,,,,,,
USC00246685,"POTOMAC, MT US",7/25/00,,,,0,0,0,83,38,41,,,,,,
USC00246685,"POTOMAC, MT US",7/26/00,,,,0.02,0,0,94,40,47,,,,,,
USC00246685,"POTOMAC, MT US",7/27/00,,,,0,0,0,90,43,47,,,,,,
USC00246685,"POTOMAC, MT US",7/28/00,,,,0,0,0,90,41,45,,,,,,
USC00246685,"POTOMAC, MT US",7/29/00,,,,0,0,0,93,42,48,,,,,,
USC00246685,"POTOMAC, MT US",7/30/00,,,,0,0,0,97,44,47,,,,,,
USC00246685,"POTOMAC, MT US",7/31/00,,,,0,0,0,100,47,55,,,,,,
USC00246685,"POTOMAC, MT US",8/1/00,,,,0,0,0,97,54,58,,,,,,
USC00246685,"POTOMAC, MT US",8/2/00,,,,0,0,0,93,43,44,,,,,,
USC00246685,"POTOMAC, MT US",8/3/00,,,,0,0,0,90,42,43,,,,,,
USC00246685,"POTOMAC, MT US",8/4/00,,,,0,0,0,87,43,58,,,,,,
USC00246685,"POTOMAC, MT US",8/5/00,,,,0,0,0,90,39,43,,,,,,
USC00246685,"POTOMAC, MT US",8/6/00,,,,0,0,0,87,42,46,,,,,,
USC00246685,"POTOMAC, MT US",8/7/00,,,,0,0,0,88,39,43,,,,,,
USC00246685,"POTOMAC, MT US",8/8/00,,,,0,0,0,86,38,40,,,,,,
USC00246685,"POTOMAC, MT US",8/9/00,,,,0,0,0,91,40,42,,,,,,
USC00246685,"POTOMAC, MT US",8/10/00,,,,0,0,0,94,42,50,,,,,,
USC00246685,"POTOMAC, MT US",8/11/00,,,,0,0,0,84,48,54,,,,,,
USC00246685,"POTOMAC, MT US",8/12/00,,,,0,0,0,,32,32,,,,,,
USC00246685,"POTOMAC, MT US",8/13/00,,,,0,0,0,,,,,,,,,
USC00246685,"POTOMAC, MT US",8/14/00,,,,0,0,0,87,32,34,,,,,,
USC00246685,"POTOMAC, MT US",8/15/00,,,,0,0,0,83,34,36,,,,,,
USC00246685,"POTOMAC, MT US",8/16/00,,,,0,0,0,85,32,32,,,,,,
USC00246685,"POTOMAC, MT US",8/17/00,,,,0,0,0,85,34,37,,,,,,
USC00246685,"POTOMAC, MT US",8/18/00,,,,0,0,0,87,36,39,,,,,,
USC00246685,"POTOMAC, MT US",8/19/00,,,,0,0,0,86,38,39,,,,,,
USC00246685,"POTOMAC, MT US",8/20/00,,,,0,0,0,86,38,38,,,,,,
USC00246685,"POTOMAC, MT US",8/21/00,,,,0,0,0,74,,,,,,,,
USC00246685,"POTOMAC, MT US",8/22/00,,,,0,0,0,78,28,,,,,,,
USC00246685,"POTOMAC, MT US",8/23/00,,,,0,0,0,94,,,,,,,,
USC00246685,"POTOMAC, MT US",8/24/00,,,,0,0,0,87,33,54,,,,,,
USC00246685,"POTOMAC, MT US",8/25/00,,,,0,0,0,76,40,45,,,,,,
USC00246685,"POTOMAC, MT US",8/26/00,,,,0,0,0,89,37,58,,,,,,
USC00246685,"POTOMAC, MT US",8/27/00,,,,0,0,0,,,,,,,,,
USC00246685,"POTOMAC, MT US",8/28/00,,,,0,0,0,,,,,,,,,
USC00246685,"POTOMAC, MT US",8/29/00,,,,0,0,0,84,36,27,,,,,,
USC00246685,"POTOMAC, MT US",8/30/00,,,,0,0,0,82,30,35,,,,,,
USC00246685,"POTOMAC, MT US",8/31/00,,,,0,0,0,80,50,54,,,,,,
USC00246685,"POTOMAC, MT US",9/1/00,,,,0,0,0,80,50,54,,,,,,
USC00246685,"POTOMAC, MT US",9/2/00,,,,0.24,0,0,80,49,50,,,,,,
USC00246685,"POTOMAC, MT US",9/3/00,,,,0.12,0,0,75,32,33,1,,,,,
USC00246685,"POTOMAC, MT US",9/4/00,,,,0,0,0,66,32,37,,,,,,
USC00246685,"POTOMAC, MT US",9/5/00,,,,0.03,0,0,72,37,40,,,,,,
USC00246685,"POTOMAC, MT US",9/6/00,,,,0.02,0,0,66,38,45,,,,,,
USC00246685,"POTOMAC, MT US",9/7/00,,,,0,0,0,58,29,30,,,,,,
USC00246685,"POTOMAC, MT US",9/8/00,,,,0,0,0,73,29,36,,,,,,
USC00246685,"POTOMAC, MT US",9/9/00,,,,0,0,0,74,36,40,,,,,,
USC00246685,"POTOMAC, MT US",9/10/00,,,,0.06,0,0,59,44,47,,,,,,
USC00246685,"POTOMAC, MT US",9/11/00,,,,0.46,0,0,54,45,46,,,,,,
USC00246685,"POTOMAC, MT US",9/12/00,,,,0,0,0,65,35,37,,,,,,
USC00246685,"POTOMAC, MT US",9/13/00,,,,0,0,0,79,35,50,,,,,,
USC00246685,"POTOMAC, MT US",9/14/00,,,,0,0,0,82,38,43,,,,,,
USC00246685,"POTOMAC, MT US",9/15/00,,,,0,0,0,88,37,40,,,,,,
USC00246685,"POTOMAC, MT US",9/16/00,,,,0,0,0,,,,,,,,,
USC00246685,"POTOMAC, MT US",9/17/00,,,,0,0,0,93,41,,,,,,,
USC00246685,"POTOMAC, MT US",9/18/00,,,,0,0,0,82,47,48,,,,,,
USC00246685,"POTOMAC, MT US",9/19/00,,,,0,0,0,69,48,51,,,,,,
USC00246685,"POTOMAC, MT US",9/20/00,,,,0,0,0,69,23,25,1,,,,,
USC00246685,"POTOMAC, MT US",9/21/00,,,,0,0,0,55,26,39,,,,,,
USC00246685,"POTOMAC, MT US",9/22/00,,,,0,0,0,44,26,27,,,,,,
USC00246685,"POTOMAC, MT US",9/23/00,,,,0,0,0,41,10,10,,,,,,
USC00246685,"POTOMAC, MT US",9/24/00,,,,0,0,0,55,11,13,,,,,,
USC00246685,"POTOMAC, MT US",9/25/00,,,,0,0,0,66,19,19,,,,,,
USC00246685,"POTOMAC, MT US",9/26/00,,,,0,0,0,72,19,21,,,,,,
USC00246685,"POTOMAC, MT US",9/27/00,,,,0,0,0,74,20,23,,,,,,
USC00246685,"POTOMAC, MT US",9/28/00,,,,0,0,0,77,22,25,,,,,,
USC00246685,"POTOMAC, MT US",9/29/00,,,,0,0,0,80,30,30,,,,,,
USC00246685,"POTOMAC, MT US",9/30/00,,,,0,0,0,70,39,49,,,,,,
USC00246685,"POTOMAC, MT US",10/1/00,,,,1.56,0,0,56,46,47,,,,,,
USC00246685,"POTOMAC, MT US",10/2/00,,,,0.37,0,0,55,34,34,,,,,,
USC00246685,"POTOMAC, MT US",10/3/00,,,,0,0,0,58,26,26,,,,,,
USC00246685,"POTOMAC, MT US",10/4/00,,,,0,0,0,53,22,24,,,,,,
USC00246685,"POTOMAC, MT US",10/5/00,,,,0,0,0,55,22,23,1,,,,,
USC00246685,"POTOMAC, MT US",10/6/00,,,,0,0,0,52,16,16,,,,,,
USC00246685,"POTOMAC, MT US",10/7/00,,,,0,0,0,57,13,14,,,,,,
USC00246685,"POTOMAC, MT US",10/8/00,,,,0,0,0,61,14,19,,,,,,
USC00246685,"POTOMAC, MT US",10/9/00,,,,0,0,0,70,20,21,,,,,,
USC00246685,"POTOMAC, MT US",10/10/00,,,,0,0,0,71,21,30,,,,,,
USC00246685,"POTOMAC, MT US",10/11/00,,,,0,0,0,69,30,38,,,,,,
USC00246685,"POTOMAC, MT US",10/12/00,,,,0.35,0,0,54,37,37,,,,,,
USC00246685,"POTOMAC, MT US",10/13/00,,,,0.31,0,0,43,37,38,,,,,,
USC00246685,"POTOMAC, MT US",10/14/00,,,,0.16,0,0,48,38,39,,,,,,
USC00246685,"POTOMAC, MT US",10/15/00,,,,0.06,0,0,54,33,35,,,,,,
USC00246685,"POTOMAC, MT US",10/16/00,,,,0,0,0,57,28,28,,,,,,
USC00246685,"POTOMAC, MT US",10/17/00,,,,0,0,0,65,29,30,1,,,,,
USC00246685,"POTOMAC, MT US",10/18/00,,,,0,0,0,69,28,29,1,,,,,
USC00246685,"POTOMAC, MT US",10/19/00,,,,0.24,0,0,67,29,34,1,,,,,
USC00246685,"POTOMAC, MT US",10/20/00,,,,0,0,0,67,28,28,,,,,,
USC00246685,"POTOMAC, MT US",10/21/00,,,,0,0,0,54,33,42,,,,,,
USC00246685,"POTOMAC, MT US",10/22/00,,,,0,0,0,47,18,19,,,,,,
USC00246685,"POTOMAC, MT US",10/23/00,,,,0,0,0,49,16,16,,,,,,
USC00246685,"POTOMAC, MT US",10/24/00,,,,0,0,0,56,16,19,,,,,,
USC00246685,"POTOMAC, MT US",10/25/00,,,,0,0,0,59,19,26,,,,,,
USC00246685,"POTOMAC, MT US",10/26/00,,,,0,0,0,62,24,27,,,,,,
USC00246685,"POTOMAC, MT US",10/27/00,,,,0,0,0,62,27,30,,,,,,
USC00246685,"POTOMAC, MT US",10/28/00,,,,0,0,0,61,23,25,1,,,,,
USC00246685,"POTOMAC, MT US",10/29/00,,,,0,0,0,58,23,23,,,,,,
USC00246685,"POTOMAC, MT US",10/30/00,,,,0.23,0,0,45,33,34,,,,,,
USC00246685,"POTOMAC, MT US",10/31/00,,,,0,0,0,43,29,32,,,,,,
USC00246685,"POTOMAC, MT US",11/1/00,,,,0,0,0,48,32,34,,,,,,
USC00246685,"POTOMAC, MT US",11/2/00,,,,0,0,0,39,16,17,,,,,,
USC00246685,"POTOMAC, MT US",11/3/00,,,,0,0,0,45,17,24,,,,,,
USC00246685,"POTOMAC, MT US",11/4/00,,,,0,0,0,49,17,19,,,,,,
USC00246685,"POTOMAC, MT US",11/5/00,,,,0.48,4,,50,19,31,,,,,,
USC00246685,"POTOMAC, MT US",11/6/00,,,,0.17,4,,31,19,26,,,,,,
USC00246685,"POTOMAC, MT US",11/7/00,,,,0,4,,38,18,20,,,,,,
USC00246685,"POTOMAC, MT US",11/8/00,,,,0,4,,35,15,15,,,,,,
USC00246685,"POTOMAC, MT US",11/9/00,,,,0.02,4,,27,17,18,,,,,,
USC00246685,"POTOMAC, MT US",11/10/00,,,,0,4,,27,4,5,,,,,,
USC00246685,"POTOMAC, MT US",11/11/00,,,,0,4,,26,4,13,,,,,,
USC00246685,"POTOMAC, MT US",11/12/00,,,,0,3,,27,13,19,,,,,,
USC00246685,"POTOMAC, MT US",11/13/00,,,,0,,,32,19,19,,,,,,
USC00246685,"POTOMAC, MT US",11/14/00,,,,0,,,33,-2,-2,,,,,,
USC00246685,"POTOMAC, MT US",11/15/00,,,,0,,,22,-3,14,,,,,,
USC00246685,"POTOMAC, MT US",11/16/00,,,,0,,,24,13,23,,,,,,
USC00246685,"POTOMAC, MT US",11/17/00,,,,0,,,31,3,4,,,,,,
USC00246685,"POTOMAC, MT US",11/18/00,,,,0,,,31,3,19,,,,,,
USC00246685,"POTOMAC, MT US",11/19/00,,,,0,,,41,2,6,,,,,,
USC00246685,"POTOMAC, MT US",11/20/00,,,,0,,,34,3,3,,,,,,
USC00246685,"POTOMAC, MT US",11/21/00,,,,0,,,33,3,7,,,,,,
USC00246685,"POTOMAC, MT US",11/22/00,,,,0,,,29,6,9,,,,,,
USC00246685,"POTOMAC, MT US",11/23/00,,,,0,,,27,8,14,,,,,,
USC00246685,"POTOMAC, MT US",11/24/00,,,,0,,,23,11,11,,,,,,
USC00246685,"POTOMAC, MT US",11/25/00,,,,0,,,42,22,22,,,,,,
USC00246685,"POTOMAC, MT US",11/26/00,,,,0,,,39,22,35,,,,,,
USC00246685,"POTOMAC, MT US",11/27/00,,,2.01,0,,,41,14,22,,,,,,
USC00246685,"POTOMAC, MT US",11/28/00,,,,0,2,,41,14,25,,,,,,
USC00246685,"POTOMAC, MT US",11/29/00,,,,0,2,,41,9,11,,,,,,
USC00246685,"POTOMAC, MT US",11/30/00,,,,0.14,,,28,10,20,,,,,,
USC00246685,"POTOMAC, MT US",12/1/00,,,,0,0,3,37,14,15,1,,,,,
USC00246685,"POTOMAC, MT US",12/2/00,,,,0,0,3,36,6,14,1,,,,,
USC00246685,"POTOMAC, MT US",12/3/00,,,,0,0,3,26,14,17,,,,,,
USC00246685,"POTOMAC, MT US",12/4/00,,,,0,0,3,41,2,2,,,,,,
USC00246685,"POTOMAC, MT US",12/5/00,,,,0,0,3,22,3,9,1,,,,,
USC00246685,"POTOMAC, MT US",12/6/00,,,,0,0,3,35,6,10,1,,,,,
USC00246685,"POTOMAC, MT US",12/7/00,,,,0,0,3,29,5,8,,,,,,
USC00246685,"POTOMAC, MT US",12/8/00,,,,0,0,3,27,5,8,1,,,,,
USC00246685,"POTOMAC, MT US",12/9/00,,,,0,0,3,20,7,19,,,,,,
USC00246685,"POTOMAC, MT US",12/10/00,,,,0.07,1,3,32,7,7,,,,,,
USC00246685,"POTOMAC, MT US",12/11/00,,,,0.13,2,5,14,-4,0,,,,,,
USC00246685,"POTOMAC, MT US",12/12/00,,,,0,0,5,14,-22,-22,,,,,,
USC00246685,"POTOMAC, MT US",12/13/00,,,,0.06,1,5,16,-2,3,,,,,,
USC00246685,"POTOMAC, MT US",12/14/00,,,,0.15,4,8,13,3,13,,,,,,
USC00246685,"POTOMAC, MT US",12/15/00,,,,0.22,4,11,32,12,29,,,,,,
USC00246685,"POTOMAC, MT US",12/16/00,,,,0,0,11,32,-1,4,,,,,,
USC00246685,"POTOMAC, MT US",12/17/00,,,,0.32,1,12,33,11,32,,,,,,
USC00246685,"POTOMAC, MT US",12/18/00,,,,0.08,1,12,32,10,10,,,,,,
USC00246685,"POTOMAC, MT US",12/19/00,,,,0,0,11,33,-1,8,,,,,,
USC00246685,"POTOMAC, MT US",12/20/00,,,,0,0,11,32,2,2,,,,,,
USC00246685,"POTOMAC, MT US",12/21/00,,,,0,0,10,19,-16,-7,,,,,,
USC00246685,"POTOMAC, MT US",12/22/00,,,,0.05,1,10,14,-6,14,,,,,,
USC00246685,"POTOMAC, MT US",12/23/00,,,,0.06,1,11,22,14,20,,,,,,
USC00246685,"POTOMAC, MT US",12/24/00,,,,0.11,1,10,26,16,24,,,,,,
USC00246685,"POTOMAC, MT US",12/25/00,,,,0,0,10,32,24,27,,,,,,
USC00246685,"POTOMAC, MT US",12/26/00,,,,0,0,9,36,19,22,,,,,,
USC00246685,"POTOMAC, MT US",12/27/00,,,,0,0,9,38,16,24,,,,,,
USC00246685,"POTOMAC, MT US",12/28/00,,,,0,0,9,40,9,14,,,,,,
USC00246685,"POTOMAC, MT US",12/29/00,,,,0,0,9,27,5,13,,,,,,
USC00246685,"POTOMAC, MT US",12/30/00,,,,0,0,9,24,13,17,,,,,,
USC00246685,"POTOMAC, MT US",12/31/00,,,,0,0,8,31,17,24,,,,,,
USC00246685,"POTOMAC, MT US",1/1/01,,,,0,0,8,31,12,24,1,,,,,
USC00246685,"POTOMAC, MT US",1/2/01,,,,0,0,8,41,2,9,1,,,,,
USC00246685,"POTOMAC, MT US",1/3/01,,,,0,0,8,24,8,14,,,,,,
USC00246685,"POTOMAC, MT US",1/4/01,,,,0,0,7,27,11,24,,,,,,
USC00246685,"POTOMAC, MT US",1/5/01,,,,0,0,6,43,23,27,,,,,,
USC00246685,"POTOMAC, MT US",1/6/01,,,,0,0,5,48,23,34,,,,,,
USC00246685,"POTOMAC, MT US",1/7/01,,,,0,0,5,19,1,3,,,,,,
USC00246685,"POTOMAC, MT US",1/8/01,,,,0,0,5,26,-2,-2,,,,,,
USC00246685,"POTOMAC, MT US",1/9/01,,,,0,0,5,24,-2,13,,,,,,
USC00246685,"POTOMAC, MT US",1/10/01,,,,0,0,5,29,12,14,,,,,,
USC00246685,"POTOMAC, MT US",1/11/01,,,,0,0,5,33,9,15,1,,,,,
USC00246685,"POTOMAC, MT US",1/12/01,,,,0,0,4,24,15,20,,,,,,
USC00246685,"POTOMAC, MT US",1/13/01,,,,0.2,4,7,28,13,20,,,,,,
USC00246685,"POTOMAC, MT US",1/14/01,,,,0,0,6,30,10,13,,,,,,
USC00246685,"POTOMAC, MT US",1/15/01,,,,0.12,2.5,8,27,12,19,,,,,,
USC00246685,"POTOMAC, MT US",1/16/01,,,,0,0,8,28,6,13,,,,,,
USC00246685,"POTOMAC, MT US",1/17/01,,,,0,0,7,27,-6,9,,,,,,
USC00246685,"POTOMAC, MT US",1/18/01,,,,0,0,7,23,5,13,,,,,,
USC00246685,"POTOMAC, MT US",1/19/01,,,,0,0,7,25,6,21,,,,,,
USC00246685,"POTOMAC, MT US",1/20/01,,,,0,0,7,29,9,17,,,,,,
USC00246685,"POTOMAC, MT US",1/21/01,,,,0,0,7,39,1,8,,,,,,
USC00246685,"POTOMAC, MT US",1/22/01,,,,0,0,7,28,6,6,,,,,,
USC00246685,"POTOMAC, MT US",1/23/01,,,,0,0,7,37,5,19,,,,,,
USC00246685,"POTOMAC, MT US",1/24/01,,,,0,0,7,27,16,17,,,,,,
USC00246685,"POTOMAC, MT US",1/25/01,,,,0,0,7,28,13,20,,,,,,
USC00246685,"POTOMAC, MT US",1/26/01,,,,0.17,3,9,32,-11,13,1,,,,,
USC00246685,"POTOMAC, MT US",1/27/01,,,,0,0,7,29,-1,16,,,,,,
USC00246685,"POTOMAC, MT US",1/28/01,,,,0,0,7,26,12,12,1,,,,,
USC00246685,"POTOMAC, MT US",1/29/01,,,,0,0,7,29,-2,10,1,,,,,
USC00246685,"POTOMAC, MT US",1/30/01,,,,0,0,7,29,10,17,,,,,,
USC00246685,"POTOMAC, MT US",1/31/01,,,,0.23,5,10,34,15,26,,,,,,
USC00246685,"POTOMAC, MT US",2/1/01,,,,0,0,10,35,14,16,,,,,,
USC00246685,"POTOMAC, MT US",2/2/01,,,,0,0,8,42,13,21,,,,,,
USC00246685,"POTOMAC, MT US",2/3/01,,,,0.14,0,7,42,20,32,,,,,,
USC00246685,"POTOMAC, MT US",2/4/01,,,,0,0,7,38,10,19,,,,,,
USC00246685,"POTOMAC, MT US",2/5/01,,,,0.68,4,10,34,19,31,,,,,,
USC00246685,"POTOMAC, MT US",2/6/01,,,,0,0,8,43,20,23,,,,,,
USC00246685,"POTOMAC, MT US",2/7/01,,,,0,0,8,27,3,3,,,,,,
USC00246685,"POTOMAC, MT US",2/8/01,,,,0,0,8,26,-4,-3,,,,,,
USC00246685,"POTOMAC, MT US",2/9/01,,,,0,0,8,26,-12,-11,,,,,,
USC00246685,"POTOMAC, MT US",2/10/01,,,,0.05,0.1,8,15,-11,12,,,,,,
USC00246685,"POTOMAC, MT US",2/11/01,,,,0.15,1.5,10,26,12,18,,,,,,
USC00246685,"POTOMAC, MT US",2/12/01,,,,0,0,10,39,-3,4,,,,,,
USC00246685,"POTOMAC, MT US",2/13/01,,,,0,0,10,31,4,18,,,,,,
USC00246685,"POTOMAC, MT US",2/14/01,,,,0,0,10,31,-12,-9,,,,,,
USC00246685,"POTOMAC, MT US",2/15/01,,,,0.19,0.5,15,25,-9,20,,,,,,
USC00246685,"POTOMAC, MT US",2/16/01,,,,0.49,9,22,20,6,6,,,,,,
USC00246685,"POTOMAC, MT US",2/17/01,,,,0.04,1,20,19,1,12,,,,,,
USC00246685,"POTOMAC, MT US",2/18/01,,,,0,0,20,27,7,13,,,,,,
USC00246685,"POTOMAC, MT US",2/19/01,,,,0,0,18,33,12,15,1,,,,,
USC00246685,"POTOMAC, MT US",2/20/01,,,,0,0,15,46,2,2,1,,,,,
USC00246685,"POTOMAC, MT US",2/21/01,,,,0,0,10,46,2,17,,,,,,
USC00246685,"POTOMAC, MT US",2/22/01,,,,0.16,2,9,43,23,28,,,,,,
USC00246685,"POTOMAC, MT US",2/23/01,,,,0,0,8,44,23,25,1,,,,,
USC00246685,"POTOMAC, MT US",2/24/01,,,,0,0,8,40,24,25,,,,,,
USC00246685,"POTOMAC, MT US",2/25/01,,,,0,0,7,40,13,16,,,,,,
USC00246685,"POTOMAC, MT US",2/26/01,,,,0,0,7,36,2,3,,,,,,
USC00246685,"POTOMAC, MT US",2/27/01,,,,0,0,7,38,-9,-7,,,,,,
USC00246685,"POTOMAC, MT US",2/28/01,,,,0,0,7,30,-11,-9,,,,,,
USC00246685,"POTOMAC, MT US",3/1/01,,,,0,0,7,36,-8,-8,,,,,,
USC00246685,"POTOMAC, MT US",3/2/01,,,,0,0,7,42,18,18,,,,,,
USC00246685,"POTOMAC, MT US",3/3/01,,,,0,0,7,39,3,5,,,,,,
USC00246685,"POTOMAC, MT US",3/4/01,,,,0,0,7,,11,13,,,,,,
USC00246685,"POTOMAC, MT US",3/5/01,,,,0,0,7,44,13,26,,,,,,
USC00246685,"POTOMAC, MT US",3/6/01,,,,0,0,7,48,16,17,1,,,,,
USC00246685,"POTOMAC, MT US",3/7/01,,,,0,0,7,50,15,16,1,,,,,
USC00246685,"POTOMAC, MT US",3/8/01,,,,0,0,6,50,14,15,1,,,,,
USC00246685,"POTOMAC, MT US",3/9/01,,,,0,0,6,49,14,30,,,,,,
USC00246685,"POTOMAC, MT US",3/10/01,,,,0.04,0,6,39,29,29,,,,,,
USC00246685,"POTOMAC, MT US",3/11/01,,,,0,0,5,40,29,34,,,,,,
USC00246685,"POTOMAC, MT US",3/12/01,,,,0,0,5,37,34,36,,,,,,
USC00246685,"POTOMAC, MT US",3/13/01,,,,0,0,5,44,33,39,,,,,,
USC00246685,"POTOMAC, MT US",3/14/01,,,,0,0,5,50,29,32,,,,,,
USC00246685,"POTOMAC, MT US",3/15/01,,,,0,0,5,39,20,22,,,,,,
USC00246685,"POTOMAC, MT US",3/16/01,,,,0,0,5,45,21,22,,,,,,
USC00246685,"POTOMAC, MT US",3/17/01,,,,0,0,4,39,20,24,,,,,,
USC00246685,"POTOMAC, MT US",3/18/01,,,,0,0,4,40,20,24,,,,,,
USC00246685,"POTOMAC, MT US",3/19/01,,,,0.08,0.1,4,51,24,31,,,,,,
USC00246685,"POTOMAC, MT US",3/20/01,,,,0,0,3,51,21,21,,,,,,1
USC00246685,"POTOMAC, MT US",3/21/01,,,,0,0,2,49,12,18,,,,,,
USC00246685,"POTOMAC, MT US",3/22/01,,,,0,0,0,54,15,17,,,,,,
USC00246685,"POTOMAC, MT US",3/23/01,,,,0,0,0,59,17,23,,,,,,
USC00246685,"POTOMAC, MT US",3/24/01,,,,0,0,0,61,23,28,,,,,,
USC00246685,"POTOMAC, MT US",3/25/01,,,,0,0,0,54,25,29,,,,,,
USC00246685,"POTOMAC, MT US",3/26/01,,,,0.12,0.1,0,43,28,31,,,,,,
USC00246685,"POTOMAC, MT US",3/27/01,,,,0,0,0,47,27,29,,,,,,
USC00246685,"POTOMAC, MT US",3/28/01,,,,0,0,0,49,28,38,,,,,,
USC00246685,"POTOMAC, MT US",3/29/01,,,,0,0,0,51,31,36,,,,,,
USC00246685,"POTOMAC, MT US",3/30/01,,,,0.16,0.2,0,51,31,31,,,,,,
USC00246685,"POTOMAC, MT US",3/31/01,,,,0.06,0.1,0,45,21,23,,,,,,
USC00246685,"POTOMAC, MT US",4/1/01,,,,0.17,0,0,45,21,24,,,,,,
USC00246685,"POTOMAC, MT US",4/2/01,,,,0,0,0,50,26,26,,,,,,
USC00246685,"POTOMAC, MT US",4/3/01,,,,0.06,0,0,40,24,24,,,,,,
USC00246685,"POTOMAC, MT US",4/4/01,,,,0,0,0,49,24,28,,,,,,
USC00246685,"POTOMAC, MT US",4/5/01,,,,0,0,0,47,17,18,,,,,,
USC00246685,"POTOMAC, MT US",4/6/01,,,,0,0,0,54,20,26,,,,,,
USC00246685,"POTOMAC, MT US",4/7/01,,,,0,0,0,50,22,25,,,,,,
USC00246685,"POTOMAC, MT US",4/8/01,,,,0,0,0,56,26,32,,,,,,
USC00246685,"POTOMAC, MT US",4/9/01,,,,0,0,0,41,31,32,,,,,,
USC00246685,"POTOMAC, MT US",4/10/01,,,,0,0,0,40,22,26,,,,,,
USC00246685,"POTOMAC, MT US",4/11/01,,,,0.02,0,0,45,26,32,,,,,,
USC00246685,"POTOMAC, MT US",4/12/01,,,,0.14,1,1,38,27,27,,,,,,
USC00246685,"POTOMAC, MT US",4/13/01,,,,0,0,0,42,27,32,,,,,,
USC00246685,"POTOMAC, MT US",4/14/01,,,,0,0,0,44,23,27,,,,,,
USC00246685,"POTOMAC, MT US",4/15/01,,,,0,0,0,46,18,21,,,,,,
USC00246685,"POTOMAC, MT US",4/16/01,,,,0,0,0,55,18,22,,,,,,
USC00246685,"POTOMAC, MT US",4/17/01,,,,0,0,0,60,22,28,,,,,,
USC00246685,"POTOMAC, MT US",4/18/01,,,,0,0,0,64,28,34,,,,,,
USC00246685,"POTOMAC, MT US",4/19/01,,,,0.05,0,0,67,34,37,,,,,,
USC00246685,"POTOMAC, MT US",4/20/01,,,,0,0,0,52,24,28,,,,,,
USC00246685,"POTOMAC, MT US",4/21/01,,,,0,0,0,43,28,31,,,,,,
